customerId,merchantName,transactionDate,transAmtNunique,transAmtCnt
258271486,Domino's Pizza #112007,2016-01-12,1,3
258271486,Krispy Kreme #685312,2016-05-15,1,2
258271486,Krispy Kreme #983881,2016-04-02,1,2
258271486,McDonalds #42103,2016-08-30,1,2
258271486,Northtown Beauty,2016-09-27,1,2
258271486,Pizza Hut #865842,2016-02-11,1,2
258271486,Popeyes #196562,2016-11-06,1,2
258271486,Shake Shack #198400,2016-06-21,1,2
258271486,Wendys #106537,2016-08-31,1,2
258271486,Wendys #123727,2016-12-19,1,3
258271486,Wendys #489748,2016-07-17,1,2
258271486,West End Beauty #234021,2016-04-01,1,2
258271486,West End Beauty #560473,2016-09-15,1,2
258796896,AMC #145832,2016-02-14,1,2
260957165,Renaissance Hotel #329481,2016-02-05,1,2
267613350,AMC #128743,2016-03-10,1,2
268752563,EZ Putt Putt #755869,2016-03-26,1,2
269616174,Ricks Auto Body,2016-12-11,1,2
269616174,South Drive in,2016-02-21,1,2
269616174,South Steakhouse #157238,2016-02-21,1,2
269620216,Franks Pub #86033,2016-11-07,1,2
269629696,AMC #74121,2016-03-15,1,3
269755445,EZ Putt Putt #804489,2016-11-29,1,2
271016951,KFC #905103,2016-05-30,1,2
272614911,34th BBQ #538716,2016-02-09,1,2
272614911,34th Bistro,2016-12-11,1,2
272614911,Annies Fries,2016-10-31,1,2
272914249,Auntie Anne's #331165,2016-12-04,1,3
272914249,In-N-Out #711158,2016-06-22,1,2
273053513,Best Deli #109276,2016-02-07,1,2
273053513,Boston Cafe #105215,2016-05-13,1,2
273053513,Franks Pub #87366,2016-01-22,1,2
274267159,Regal Cinemas #05791,2016-10-05,1,2
274403875,KFC #355179,2016-01-19,1,2
275059202,Popeyes #656126,2016-02-09,1,2
275094512,Quizno's #480017,2016-11-14,1,2
275094512,Quizno's #942672,2016-09-04,1,2
275094512,Taco Bell #715722,2016-03-23,1,2
275751894,Hardee's #677921,2016-04-29,1,2
275751894,McDonalds #865855,2016-02-28,1,2
275751894,Starbucks #465580,2016-10-16,1,2
275751894,Tim Hortons #726208,2016-12-22,1,2
276019132,AMC #145832,2016-07-22,1,2
276019132,Subway #506317,2016-05-05,1,2
278389963,34th BBQ #412895,2016-10-16,1,2
281263173,Arbys #120948,2016-01-22,1,2
281263173,Dinosaur Drive in,2016-03-18,1,2
281263173,Dinosaur Restaurant,2016-07-02,1,2
281263173,Eazy Repair,2016-11-08,1,2
281263173,Fast Repair,2016-04-26,1,2
281263173,Fast Repair,2016-07-09,1,2
281263173,Hardee's #852712,2016-07-16,1,2
281263173,Merchants Auto Body,2016-09-27,1,2
281263173,South Restaurant,2016-05-27,1,2
281263173,Subway #817052,2016-03-21,1,2
281263173,Wendys #743431,2016-05-11,1,2
281879426,West End Beauty #72256,2016-11-06,1,2
283145292,Eazy Repair,2016-02-19,1,2
283694178,34th BBQ #436606,2016-08-14,1,2
283694178,AMC #552863,2016-02-16,1,2
283694178,AMC #552863,2016-12-22,1,2
283694178,AMC #79863,2016-09-23,1,2
283694178,Boston Cafe #465229,2016-03-14,1,2
283694178,Boston Diner,2016-07-25,1,2
283694178,Dinosaur Sandwitch Bar #249717,2016-05-31,1,2
283694178,EZ Putt Putt #503815,2016-12-05,1,2
283694178,EZ Putt Putt #503815,2016-12-14,1,2
283694178,EZ Putt Putt #551896,2016-04-11,1,2
283694178,EZ Putt Putt #551896,2016-08-06,1,2
283694178,EZ Putt Putt #804489,2016-08-17,1,3
283694178,Franks Cafe,2016-04-07,1,2
283694178,Franks Pub #755509,2016-11-23,1,2
283694178,John's Bistro,2016-09-08,1,2
283694178,South Steakhouse #485411,2016-11-18,1,2
285133306,1st Deli,2016-12-25,1,2
285133306,34th BBQ #207369,2016-01-22,1,2
285133306,34th BBQ #214431,2016-09-12,1,2
285133306,34th BBQ #538716,2016-05-17,1,2
285133306,34th Bistro,2016-12-23,1,3
285133306,Annies Fries,2016-08-12,1,2
285133306,Best Bistro #44077,2016-09-08,1,2
285133306,Best Deli #109276,2016-07-05,1,2
285133306,Dinosaur Fries,2016-02-14,1,2
285133306,EZ Putt Putt #40513,2016-03-20,1,3
285133306,Franks Pub #680641,2016-08-14,1,2
285133306,Franks Sandwitch Bar,2016-07-20,1,2
285133306,South Steakhouse #879581,2016-03-03,1,2
287706185,Walgreens #482304,2016-07-04,1,2
288317093,Starbucks #336710,2016-01-26,1,2
288821683,Uptown Fries,2016-07-05,1,2
289218306,EZ Putt Putt #40513,2016-04-07,1,2
289898429,Subway #198707,2016-03-07,1,2
291113470,Pizza Hut #896388,2016-06-17,1,2
292929211,Burger King #301056,2016-01-03,1,2
292929211,Popeyes #715524,2016-02-25,1,2
292929211,Popeyes #980433,2016-03-06,1,2
292929211,Starbucks #00695,2016-08-23,1,2
292929211,Subway #93471,2016-05-20,1,3
292929211,Tim Hortons #989270,2016-07-28,1,2
293453385,Renaissance Hotel #825471,2016-11-30,1,2
293692810,KFC #489585,2016-09-03,1,2
294412595,34th BBQ #214431,2016-01-22,1,2
294532618,EZ Putt Putt #755869,2016-03-21,1,2
297084923,Uptown Steakhouse,2016-03-18,1,3
298781611,AMC #145832,2016-02-17,1,2
298781611,In-N-Out #552757,2016-08-15,1,2
298960276,Arbys #182564,2016-10-24,1,2
298960276,Burger King #655453,2016-08-16,1,3
298960276,Cinnabon #342947,2016-02-15,1,2
298960276,Quizno's #480017,2016-04-10,1,2
301219187,Dinosaur Sandwitch Bar #249717,2016-12-14,1,2
301655747,pottery-barn.com,2016-06-26,1,2
302136956,EZ Putt Putt #240241,2016-02-29,1,2
302136956,EZ Putt Putt #40513,2016-03-08,1,3
302136956,EZ Putt Putt #69446,2016-04-14,1,2
302136956,Icelandic Airlines,2016-01-16,1,2
302785707,1st Restaurant,2016-11-27,1,2
302785707,NY Deli,2016-06-30,1,2
302785707,South Steakhouse #481929,2016-10-31,1,2
302906858,Icelandic Airlines,2016-11-06,1,3
303312938,EZ Putt Putt #240241,2016-07-09,1,2
303312938,EZ Putt Putt #503815,2016-02-28,1,2
303312938,NY Deli,2016-10-11,1,2
303312938,Regal Cinemas #729464,2016-05-18,1,2
304661664,Domino's Pizza #997391,2016-12-17,1,2
304661664,Universe Massage #418883,2016-03-08,1,2
304907736,EZ Putt Putt #755869,2016-09-13,1,2
304907736,Regal Cinemas #276341,2016-10-31,1,2
305370794,Quizno's #923583,2016-11-18,1,2
305370794,Wendys #373913,2016-01-05,1,2
307632490,1st Pub,2016-06-27,1,2
307632490,1st Restaurant,2016-10-01,1,2
307632490,Auntie Anne's #08360,2016-03-25,1,2
307632490,Best Bistro #262998,2016-08-28,1,2
307632490,Convenient Auto Services,2016-06-27,1,2
307632490,Convenient Auto Services,2016-07-26,1,2
307632490,Convenient Auto Services,2016-08-23,1,3
307632490,Convenient Repair,2016-01-15,1,2
307632490,Dinosaur Sandwitch Bar #249717,2016-05-29,1,2
307632490,Eazy Auto Body,2016-02-13,1,2
307632490,Eazy Tire,2016-01-29,1,2
307632490,Eazy Tire,2016-02-05,1,2
307632490,Fast Repair,2016-06-15,1,2
307632490,Fast Repair,2016-11-20,1,3
307632490,Fast Repair,2016-12-13,1,3
307632490,Franks Pub #53336,2016-05-14,1,2
307632490,Franks Pub #87366,2016-01-05,1,2
307632490,Franks Sandwitch Bar,2016-09-01,1,3
307632490,Merchants Auto Body,2016-12-03,1,2
307632490,Merchants Tire,2016-05-16,1,2
307632490,Merchants Tire,2016-12-22,1,2
307632490,Mobile eCards,2016-08-04,1,2
307632490,Quizno's #906442,2016-05-21,1,3
307632490,Quizno's #925494,2016-09-21,1,2
307632490,Shell Tire,2016-05-29,1,2
307632490,Shell Tire,2016-10-15,1,2
307632490,Washington Auto Body,2016-12-17,1,2
307632490,Washington Tire,2016-08-10,1,2
310643105,Dallas Journal,2016-06-16,1,2
310643105,Washington Times,2016-01-16,1,2
311041892,Arbys #412890,2016-06-14,1,2
312489944,EZ Putt Putt #40513,2016-09-28,1,2
312489944,Wendys #180622,2016-09-10,1,2
314028471,Hyatt House #336640,2016-03-21,1,3
314028471,Renaissance Hotel #845122,2016-05-15,1,2
314501807,South Steakhouse #253522,2016-12-28,1,2
314905363,ikea.com,2016-08-14,1,2
314905363,westelm.com,2016-09-22,1,3
315745799,AMC #128743,2016-11-02,1,2
315745799,EZ Putt Putt #503815,2016-03-21,1,3
315850074,EZ Putt Putt #551896,2016-07-31,1,2
315863393,Domino's Pizza #418640,2016-10-16,1,2
315863393,Domino's Pizza #472989,2016-12-13,1,2
315925164,Ricks Repair,2016-06-07,1,3
316447056,Auntie Anne's #188768,2016-05-07,1,2
316447056,Auntie Anne's #433233,2016-07-06,1,2
316447056,Quizno's #958997,2016-09-22,1,2
316786235,Subway #417840,2016-09-11,1,2
316935130,Universe Massage #746021,2016-05-29,1,2
316935130,West End Beauty #442869,2016-10-17,1,2
318313494,williamssonoma.com,2016-05-09,1,2
318627230,Golds Gym #654302,2016-12-24,1,2
318627230,Golds Gym #698832,2016-06-07,1,2
318627230,Planet Fitness #118097,2016-03-25,1,2
318627230,Powerlifting #71092,2016-08-10,1,2
318627230,Walgreens #482304,2016-11-01,1,3
318834800,EZ Putt Putt #40513,2016-11-04,1,2
319029963,AMC #706324,2016-11-16,1,2
319059332,AMC #145832,2016-10-04,1,2
319059332,AMC #191138,2016-02-28,1,2
319059332,AMC #74121,2016-10-05,1,2
319238639,Golds Gym #542630,2016-10-12,1,2
319969055,Hyatt House #862691,2016-03-07,1,2
319969055,Renaissance Hotel #173054,2016-02-05,1,2
320063968,1st Deli,2016-02-09,1,2
320063968,1st Restaurant,2016-11-23,1,2
320063968,1st Sandwitch Bar #758805,2016-11-27,1,2
320063968,34th Bistro,2016-03-04,1,3
320063968,34th Bistro,2016-03-29,1,2
320063968,Franks Pub #934222,2016-04-05,1,2
320063968,Hardee's #186774,2016-02-15,1,2
320063968,KFC #524311,2016-09-15,1,2
320063968,Wendys #349062,2016-01-04,1,2
320791912,1st Sandwitch Bar #396252,2016-11-23,1,2
321305938,Quizno's #871650,2016-07-20,1,2
321305938,Ricks Repair,2016-02-16,1,3
321898097,pottery-barn.com,2016-06-11,1,2
322625724,Rodeway Inn #695531,2016-08-21,1,2
322633047,Burger King #58323,2016-11-22,1,2
322633047,Cinnabon #01729,2016-11-15,1,2
322633047,In-N-Out #599902,2016-08-30,1,2
322633047,Quizno's #135061,2016-01-05,1,2
322633047,Subway #738686,2016-11-09,1,2
322633047,Wendys #511873,2016-11-29,1,2
324116413,Chicago News,2016-01-25,1,2
325051746,EZ Putt Putt #69446,2016-12-03,1,2
325587097,Auntie Anne's #228585,2016-09-15,1,2
325587097,Auntie Anne's #649246,2016-07-26,1,2
325587097,Burger King #925620,2016-01-07,1,2
325587097,Burger King #984065,2016-07-22,1,2
325587097,Convenient Auto Services,2016-09-17,1,2
325587097,Convenient Repair,2016-09-14,1,2
325587097,Domino's Pizza #559084,2016-02-21,1,2
325587097,Dunkin' Donuts #909293,2016-01-30,1,2
325587097,Dunkin' Donuts #972036,2016-12-22,1,2
325587097,Eazy Auto Body,2016-03-25,1,3
325587097,Eazy Auto Body,2016-07-13,1,2
325587097,Eazy Tire,2016-03-09,1,2
325587097,Fast Auto Services,2016-05-29,1,2
325587097,Fast Repair,2016-02-22,1,2
325587097,Fast Tire,2016-03-25,1,2
325587097,Fast Tire,2016-12-25,1,2
325587097,Hardee's #603463,2016-09-17,1,2
325587097,Hardee's #745531,2016-10-14,1,2
325587097,In-N-Out #219480,2016-09-17,1,2
325587097,In-N-Out #219480,2016-12-23,1,2
325587097,KFC #367965,2016-12-25,1,2
325587097,KFC #711232,2016-09-26,1,2
325587097,Popeyes #121483,2016-01-04,1,2
325587097,Popeyes #121483,2016-09-26,1,2
325587097,Popeyes #308752,2016-02-03,1,2
325587097,Popeyes #308752,2016-07-13,1,3
325587097,Quizno's #81730,2016-06-08,1,2
325587097,Quizno's #871650,2016-05-28,1,2
325587097,Ricks Auto Body,2016-02-20,1,2
325587097,Ricks Repair,2016-12-19,1,2
325587097,Subway #549290,2016-11-23,1,2
325587097,Subway #813918,2016-10-22,1,2
325587097,Taco Bell #780352,2016-02-16,1,2
325587097,Washington Tire,2016-04-12,1,2
325587097,Wendys #101984,2016-04-06,1,2
325936457,Arbys #337720,2016-05-27,1,2
325936457,Minneapolis News,2016-11-06,1,2
326259901,Franks Restaurant,2016-03-14,1,2
326866174,Hardee's #43185,2016-06-12,1,3
328464921,McDonalds #327765,2016-10-02,1,2
329748605,Renaissance Hotel #459830,2016-03-10,1,2
329748605,Renaissance Hotel #475265,2016-08-28,1,2
329885819,34th Diner,2016-01-27,1,2
330133277,Golds Gym #795408,2016-09-08,1,2
330133277,WSC #91367,2016-02-16,1,2
331112449,South Steakhouse #73819,2016-08-15,1,2
333549643,CVS #207735,2016-07-02,1,2
333549643,Regal Cinemas #276341,2016-08-19,1,2
333549643,Shake Shack #662166,2016-01-28,1,2
333549643,Tim Hortons #726208,2016-10-11,1,2
334209018,AMC #724446,2016-01-18,1,2
334447661,American Airlines,2016-05-05,1,2
335508125,1st Sandwitch Bar #119707,2016-02-17,1,2
335508125,1st Sandwitch Bar #772439,2016-01-17,1,2
335508125,Boston Bistro,2016-04-24,1,2
335508125,Boston Cafe #105215,2016-01-26,1,2
335508125,Chicago News,2016-01-09,1,2
335508125,Franks Cafe,2016-11-18,1,2
335508125,John's Cafe,2016-02-06,1,3
335508125,Ray's Fries #892291,2016-10-13,1,2
337810350,Domino's Pizza #633159,2016-06-17,1,2
338573453,West End Beauty #178111,2016-09-07,1,3
338573453,West End Beauty #195148,2016-03-31,1,2
340103388,Auntie Anne's #273603,2016-10-11,1,2
340103388,Burger King #58323,2016-01-25,1,3
340103388,Franks Pub #87366,2016-02-26,1,2
340103388,In-N-Out #131211,2016-05-14,1,2
340103388,KFC #113520,2016-07-01,1,3
340103388,KFC #237284,2016-11-17,1,2
340103388,Krispy Kreme #808496,2016-12-06,1,2
340103388,Quizno's #819603,2016-11-12,1,2
340103388,Shake Shack #198400,2016-05-14,1,2
340194905,Subway #29846,2016-03-09,1,2
340194905,Uptown Fries,2016-04-24,1,2
340823616,Universe Massage #74457,2016-10-17,1,2
340823616,Universe Massage #74457,2016-10-21,1,2
340865874,Cinnabon #860905,2016-05-23,1,2
340865874,Next Day eCards,2016-06-12,1,2
342451803,Dinosaur Fries,2016-05-31,1,2
342451803,Franks Restaurant,2016-10-01,1,2
342865100,Domino's Pizza #718921,2016-04-04,1,2
343778742,In-N-Out #663096,2016-08-27,1,2
343778742,Starbucks #587257,2016-04-07,1,2
343778742,Wendys #743431,2016-08-12,1,2
344387134,Arbys #332223,2016-05-30,1,2
344387134,Arbys #527434,2016-04-29,1,2
344387134,KFC #489585,2016-07-31,1,3
345471459,34th BBQ #493821,2016-04-27,1,2
345471459,NY Deli,2016-07-05,1,2
345663377,AMC #145832,2016-04-12,1,2
345663377,EZ Putt Putt #551896,2016-04-06,1,2
346289565,Wendys #676039,2016-10-27,1,2
346419123,Starbucks #516830,2016-02-01,1,3
347048961,Walgreens #317178,2016-07-19,1,2
348336877,Subway #697872,2016-03-11,1,2
349190736,Planet Fitness #147140,2016-01-29,1,2
350247780,Quizno's #573163,2016-04-29,1,2
350381688,Hardee's #918765,2016-07-31,1,2
350472333,Downtown BBQ,2016-10-02,1,2
352034651,AMC #692956,2016-01-03,1,2
352034651,AMC #692956,2016-04-28,1,2
352034651,AMC #79863,2016-02-08,1,2
352034651,EZ Putt Putt #503815,2016-04-01,1,2
352034651,EZ Putt Putt #503815,2016-12-06,1,2
352034651,EZ Putt Putt #69446,2016-04-22,1,3
352034651,EZ Putt Putt #69446,2016-10-10,1,2
352034651,EZ Putt Putt #982199,2016-09-23,1,2
352034651,Regal Cinemas #276341,2016-08-31,1,2
352209353,1st Sandwitch Bar #119707,2016-05-23,1,2
352209353,Best Deli #100511,2016-03-27,1,2
353397445,Franks Pub #53336,2016-09-14,1,2
353740221,Subway #931512,2016-01-13,1,2
353897543,EZ Putt Putt #69446,2016-07-31,1,2
356369210,AMC #128743,2016-03-08,1,3
357985585,Domino's Pizza #01367,2016-07-10,1,2
357985585,Hardee's #74921,2016-05-20,1,3
357985585,In-N-Out #569471,2016-05-19,1,3
357985585,Walgreens #839009,2016-10-31,1,2
357985585,Wendys #321988,2016-02-24,1,2
358443472,Universe Massage #958412,2016-04-01,1,2
358443472,West End Massage,2016-09-01,1,2
358749102,Domino's Pizza #185508,2016-11-01,1,2
358749102,Subway #685273,2016-04-30,1,2
358749735,Burger King #486122,2016-03-25,1,3
358749735,Burger King #734927,2016-10-10,1,2
358749735,Hardee's #398938,2016-11-29,1,2
358749735,Hardee's #431398,2016-03-17,1,2
358749735,Hilton Hotels #491145,2016-03-16,1,2
358749735,In-N-Out #711158,2016-06-15,1,2
358749735,KFC #313640,2016-03-20,1,2
358749735,KFC #353388,2016-06-06,1,2
358749735,KFC #530856,2016-07-09,1,2
358749735,Subway #969202,2016-08-26,1,2
358749735,Wendys #08916,2016-11-05,1,2
358749735,Wendys #863685,2016-07-14,1,2
358749735,Wendys #940261,2016-11-05,1,2
359597157,Auntie Anne's #747964,2016-06-29,1,2
359597157,Hardee's #745531,2016-03-20,1,2
359597157,Starbucks #133985,2016-11-17,1,2
359597157,Wendys #637619,2016-09-01,1,2
360252317,Fast Auto Services,2016-06-08,1,2
360252317,Hardee's #275916,2016-10-27,1,2
360252317,Popeyes #700066,2016-09-23,1,2
362750720,AMC #552863,2016-01-29,1,2
362750720,EZ Putt Putt #982199,2016-07-25,1,2
362750720,Fresh eCards,2016-04-05,1,2
363729777,ashleyfurniture.com,2016-12-29,1,2
363729777,ikea.com,2016-09-26,1,2
364271030,KFC #977238,2016-01-16,1,2
366329130,Dinosaur Fries,2016-02-27,1,2
367473959,AMC #74121,2016-01-15,1,2
367473959,EZ Putt Putt #804489,2016-07-18,1,3
367473959,Oklahoma City Times,2016-12-14,1,2
368202274,Franks Restaurant,2016-10-20,1,2
368202274,Ray's Fries #24425,2016-03-22,1,2
368960526,Dairy Queen #339690,2016-06-01,1,2
369308035,In-N-Out #373010,2016-11-10,1,2
369308035,KFC #173696,2016-05-10,1,2
369308035,Los Angeles News,2016-12-04,1,2
369308035,Minneapolis News,2016-04-16,1,2
369308035,Oklahoma City Times,2016-07-21,1,2
370075472,1st Restaurant,2016-12-16,1,2
371832344,Rodeway Inn #621256,2016-01-13,1,2
373215405,Burger King #252057,2016-06-13,1,2
373482367,AMC #692956,2016-03-17,1,3
373482367,Franks Sandwitch Bar,2016-09-18,1,2
373499232,AMC #79863,2016-09-23,1,2
373499232,Franks Restaurant,2016-10-22,1,2
373499232,Regal Cinemas #729464,2016-06-05,1,3
374358603,Best Deli #100511,2016-04-28,1,2
374358603,Dinosaur Restaurant,2016-01-11,1,2
374358603,Franks Deli,2016-12-13,1,2
375252798,1st Sandwitch Bar #941288,2016-07-26,1,2
375252798,Best Deli #109276,2016-02-28,1,2
375252798,Dallas Post,2016-08-04,1,3
375252798,Dinosaur Sandwitch Bar #08794,2016-05-07,1,2
375252798,Dinosaur Sandwitch Bar #160554,2016-01-02,1,3
375252798,Franks Pub #53336,2016-08-08,1,2
375252798,Ray's Fries #312615,2016-08-29,1,2
375791792,LES Pizza,2016-02-16,1,2
375791792,Ray's Fries #745083,2016-02-02,1,2
376007961,AMC #724446,2016-12-02,1,2
376408050,Auntie Anne's #622063,2016-09-09,1,2
376408050,Burger King #453332,2016-04-19,1,2
377266339,In-N-Out #632916,2016-08-19,1,2
377266339,Taco Bell #780352,2016-04-26,1,2
377266339,Wendys #254264,2016-09-05,1,2
377266339,Wendys #425927,2016-08-06,1,2
377266339,Wendys #535743,2016-02-20,1,2
377586507,AMC #706324,2016-12-19,1,2
378092766,EZ Putt Putt #982199,2016-09-13,1,3
378119540,Wendys #34268,2016-01-25,1,2
379443741,34th Diner,2016-09-03,1,2
379443741,Auntie Anne's #737323,2016-06-11,1,2
379443741,Burger King #972301,2016-08-14,1,2
379443741,Cinnabon #337145,2016-10-14,1,2
379443741,Domino's Pizza #782997,2016-08-30,1,3
379443741,Five Guys #525896,2016-08-24,1,2
379443741,Hardee's #229101,2016-04-06,1,2
379443741,Hardee's #867273,2016-03-24,1,2
379443741,In-N-Out #458143,2016-10-05,1,2
379443741,Krispy Kreme #420031,2016-05-06,1,2
379443741,Krispy Kreme #651724,2016-09-23,1,2
379443741,Pizza Hut #337495,2016-04-17,1,2
379443741,Quizno's #992805,2016-09-09,1,2
379443741,Shake Shack #130406,2016-05-12,1,2
379443741,South Steakhouse #879581,2016-08-17,1,2
379443741,Subway #309527,2016-09-29,1,2
379443741,Subway #685525,2016-07-09,1,2
379443741,Taco Bell #113312,2016-07-14,1,2
379443741,Taco Bell #715722,2016-12-02,1,3
379443741,Tim Hortons #557632,2016-11-10,1,2
379443741,Wendys #511873,2016-08-07,1,2
379443741,Wendys #622084,2016-01-26,1,2
379443741,Wendys #781603,2016-08-27,1,2
379906554,Ray's Fries #312615,2016-12-27,1,2
380083836,Auntie Anne's #670316,2016-09-23,1,3
380083836,Auntie Anne's #931110,2016-05-30,1,2
380083836,Burger King #174802,2016-04-06,1,2
380083836,Dairy Queen #766986,2016-11-25,1,2
380083836,Domino's Pizza #97094,2016-06-18,1,2
380083836,Five Guys #958582,2016-06-09,1,2
380083836,In-N-Out #179442,2016-01-26,1,3
380083836,In-N-Out #373935,2016-05-29,1,2
380083836,KFC #04517,2016-01-07,1,2
380083836,KFC #586514,2016-09-02,1,2
380083836,Krispy Kreme #542372,2016-12-11,1,2
380083836,Popeyes #802338,2016-09-21,1,2
380083836,Quizno's #357998,2016-02-02,1,2
380083836,Quizno's #691365,2016-03-20,1,2
380083836,Shell Tire,2016-04-06,1,2
380083836,Subway #738686,2016-07-20,1,2
380083836,Washington Tire,2016-05-14,1,2
380083836,Wendys #435577,2016-04-11,1,2
380083836,Wendys #511873,2016-05-12,1,2
380503025,Popeyes #279732,2016-02-09,1,2
380503025,Shake Shack #174098,2016-03-11,1,2
380503025,Starbucks #233261,2016-08-27,1,2
380503025,Subway #436913,2016-06-07,1,2
380503025,Washington Repair,2016-05-08,1,2
380680241,Blue Mountain Online Services,2016-08-08,1,2
380680241,Blue Mountain Online Services,2016-12-16,1,2
380680241,Burger King #951050,2016-08-01,1,2
380680241,Fresh Online Services,2016-08-27,1,2
380680241,Fresh eCards,2016-01-19,1,2
380680241,Fresh eCards,2016-09-18,1,2
380680241,Fresh eCards,2016-10-31,1,3
380680241,Hilton Hotels #132637,2016-09-20,1,2
380680241,Hyatt House #464602,2016-03-01,1,2
380680241,In-N-Out #659625,2016-09-12,1,2
380680241,Mobile eCards,2016-03-13,1,2
380680241,Mobile eCards,2016-06-23,1,2
380680241,Mobile eCards,2016-12-08,1,3
380680241,Next Day eCards,2016-03-09,1,3
380680241,Uptown BBQ,2016-11-08,1,2
382001043,Eazy Auto Body,2016-12-02,1,2
382001043,Fast Auto Services,2016-01-31,1,2
382001043,Merchants Auto Body,2016-10-29,1,2
382001043,Shell Repair,2016-01-26,1,2
382001043,Shell Repair,2016-04-20,1,2
382001043,Shell Tire,2016-09-25,1,2
382001043,Washington Auto Body,2016-06-15,1,2
382595723,Arbys #700496,2016-03-06,1,2
382595723,KFC #825946,2016-11-21,1,2
383066889,AMC #706324,2016-06-23,1,2
383066889,EZ Putt Putt #240241,2016-04-27,1,2
383066889,EZ Putt Putt #40513,2016-04-30,1,2
383285381,Renaissance Hotel #269118,2016-02-09,1,2
384088538,AMC #692956,2016-02-10,1,2
384866198,EZ Putt Putt #982199,2016-02-28,1,2
384866198,Pizza Hut #532204,2016-10-27,1,2
385021184,34th BBQ #538716,2016-09-05,1,2
385048685,Dunkin' Donuts #69549,2016-04-28,1,2
385048685,Renaissance Hotel #896676,2016-11-20,1,2
385885656,AMC #724446,2016-11-12,1,2
386168166,EZ Putt Putt #551896,2016-03-03,1,2
386364078,AMC #552863,2016-02-25,1,2
386364078,AMC #692956,2016-12-02,1,2
386364078,Regal Cinemas #05791,2016-10-14,1,2
386641658,Hardee's #409032,2016-03-06,1,2
388049491,Burger King #862297,2016-03-19,1,2
388122479,South Steakhouse #73819,2016-03-04,1,2
388147002,EZ Putt Putt #804489,2016-12-03,1,3
389428961,Wall Street Times,2016-05-28,1,2
389723029,Domino's Pizza #868200,2016-03-22,1,2
390371477,AMC #74121,2016-06-01,1,2
391838618,Krispy Kreme #491287,2016-07-22,1,2
392902445,Boston Cafe #592935,2016-08-28,1,2
392902445,Dinosaur Sandwitch Bar #249717,2016-07-18,1,2
392902445,Uptown Steakhouse,2016-08-05,1,2
393802386,AMC #724446,2016-05-16,1,2
393802386,EZ Putt Putt #503815,2016-05-11,1,2
393802386,Regal Cinemas #276341,2016-02-19,1,2
393869032,Williams Sonoma,2016-08-08,1,2
393869032,Williams Sonoma,2016-11-09,1,2
394420768,EZ Putt Putt #804489,2016-02-16,1,2
394834451,NY Deli,2016-11-11,1,2
394834451,South Sandwitch Bar,2016-11-30,1,2
395157198,Regal Cinemas #729464,2016-12-30,1,2
397509540,Popeyes #996859,2016-12-28,1,2
397738216,Delta Airlines,2016-07-23,1,2
400746592,Regal Cinemas #05791,2016-10-19,1,2
402119908,Rodeway Inn #53529,2016-02-27,1,2
402902520,Universe Massage #777394,2016-07-30,1,2
403874005,Franks Pub #632075,2016-08-14,1,2
403874005,Seattle News,2016-08-01,1,2
404827619,1st Sandwitch Bar #772439,2016-10-10,1,3
404827619,Boston Pub,2016-07-22,1,2
404827619,Domino's Pizza #484099,2016-07-24,1,2
404827619,Downtown BBQ,2016-08-11,1,3
404827619,Popeyes #980433,2016-02-21,1,3
404827619,Popeyes #996859,2016-11-25,1,2
404827619,Starbucks #670434,2016-07-14,1,2
404827619,Universe Massage #596422,2016-05-21,1,2
405381868,Universe Massage #534124,2016-03-01,1,2
405648828,Ashley Furniture,2016-10-23,1,2
405648828,Bobs Furniture,2016-08-24,1,2
405648828,Pottery Barn,2016-09-29,1,2
405648828,Raymour Flanigan,2016-01-24,1,2
405803751,AMC #145832,2016-07-28,1,2
405803751,EZ Putt Putt #503815,2016-01-27,1,2
406100496,Subway #276026,2016-04-28,1,2
406355938,Franks Pub #829873,2016-05-05,1,2
406431884,McDonalds #793694,2016-01-21,1,2
406431884,Pizza Hut #829289,2016-03-22,1,2
406723870,AMC #191138,2016-12-12,1,2
406723870,AMC #606218,2016-04-16,1,2
406723870,EZ Putt Putt #551896,2016-07-21,1,2
406723870,EZ Putt Putt #69446,2016-01-07,1,2
406723870,In-N-Out #80487,2016-11-12,1,2
406723870,KFC #04517,2016-01-27,1,2
406723870,Krispy Kreme #598874,2016-01-31,1,2
406723870,Popeyes #980433,2016-02-17,1,2
406723870,Renaissance Hotel #219166,2016-05-20,1,3
406723870,Rodeway Inn #166841,2016-04-20,1,2
406723870,Rodeway Inn #171899,2016-01-30,1,2
406723870,Tim Hortons #186670,2016-04-16,1,2
406723870,Wendys #113887,2016-04-15,1,2
406769140,Ray's Fries #745083,2016-12-12,1,2
406937949,AMC #191138,2016-03-27,1,2
408835872,Five Guys #397846,2016-08-12,1,2
408835872,Hardee's #259223,2016-01-10,1,2
409650480,McDonalds #57688,2016-06-23,1,2
409650480,Universe Massage #596422,2016-09-01,1,2
409705516,Auntie Anne's #324440,2016-01-01,1,2
409705516,Auntie Anne's #492640,2016-12-13,1,3
409705516,Auntie Anne's #775011,2016-10-18,1,2
409705516,Burger King #517920,2016-01-13,1,3
409705516,Burger King #972301,2016-01-18,1,2
409705516,Domino's Pizza #458365,2016-01-31,1,2
409705516,Domino's Pizza #975583,2016-07-19,1,2
409705516,Dunkin' Donuts #300882,2016-03-18,1,2
